Data generated by: runscripts/paper/expression_fitting_comparison.py


===============================================================================
Condition: basal

rProteins
-------------------------------------------------------------------------------
rplY, rpmA, rpmF, rpmI, rpsF, rpsR, rpsU	0.890
rpsN	0.925
rpmB	0.930
rpsJ	0.943
rpsO	0.965
rpmC	0.990
rpsT	0.996
rpsB	1.026
rpmE	1.040
rpmG	1.083
rplJ	1.155
rplP	1.174
rplT	1.185
rpsP	1.221
rplQ	1.230
rpsA	1.244
rpsI	1.249
rplW	1.269
rplA	1.298
rpmJ	1.319
rpsG	1.334
rplL	1.357
rplV	1.394
rplM	1.403
rpsS	1.420
rplC	1.489
rplU	1.505
rpsD	1.549
rpsL	1.567
rpsQ	1.666
rplS	1.689
rplK	1.699
sra	1.732
rpsK	1.782
rpsC	1.857
rplE	1.913
rplI	1.986
rplF	2.136
rplD	2.155
rplB	2.160
rpsM	2.270
rpmH	2.272
rplO	2.480
rpsE	3.010
rplN	3.017
rplR	3.018
rpsH	3.317
rplX	3.347
rpmD	3.525

RNA polymerase subunits
-------------------------------------------------------------------------------
rpoA	1.806
rpoB	2.123
rpoC	2.186

rRNAs
-------------------------------------------------------------------------------
rrfA, rrlA, rrsA	0.984

tRNAs
-------------------------------------------------------------------------------
86 genes	0.984

All other proteins
-------------------------------------------------------------------------------
insD-7	0.761
insD-1	0.878
insK	0.882
insB-2	0.884
4226 genes	0.890

===============================================================================
Condition: with_aa

rProteins
-------------------------------------------------------------------------------
rpsU	0.765
rpmA	0.766
rpmF	0.770
rpsR	0.771
rpmI	0.857
rplY	0.958
rpsF	1.036
rpsN	1.151
rpmB	1.159
rpsJ	1.180
rpsO	1.207
rpsT	1.238
rpmC	1.240
rpsB	1.282
rpmE	1.303
rpmG	1.349
rplJ	1.441
rplP	1.472
rplT	1.496
rpsP	1.531
rplQ	1.542
rpsA	1.554
rpsI	1.559
rplW	1.594
rplA	1.618
rpmJ	1.655
rpsG	1.672
rplL	1.700
rplM	1.753
rplV	1.759
rpsS	1.784
rplC	1.863
rplU	1.871
rpsD	1.941
rpsL	1.973
rpsQ	2.088
rplK	2.115
rplS	2.120
sra	2.170
rpsK	2.237
rpsC	2.355
rplE	2.383
rplI	2.488
rplF	2.662
rplD	2.701
rplB	2.718
rpmH	2.839
rpsM	2.848
rplO	3.113
rpsE	3.764
rplR	3.771
rplN	3.781
rpsH	4.129
rplX	4.194
rpmD	4.447

RNA polymerase subunits
-------------------------------------------------------------------------------
rpoA	2.241
rpoB	2.634
rpoC	2.713

rRNAs
-------------------------------------------------------------------------------
rrfA, rrlA, rrsA	0.991

tRNAs
-------------------------------------------------------------------------------
86 genes	0.991

All other proteins
-------------------------------------------------------------------------------
ilvC, kgtP, mepM, nrdE, sufD, tyrA	0.762
47 genes	0.763
147 genes	0.764
170 genes	0.765
291 genes	0.766
297 genes	0.767
329 genes	0.768
403 genes	0.769
429 genes	0.770
949 genes	0.771
306 genes	0.772
247 genes	0.773
193 genes	0.774
128 genes	0.775
83 genes	0.776
50 genes	0.777
25 genes	0.778
35 genes	0.779
17 genes	0.780
24 genes	0.781
baeS, insH-3, ygcP, yhaK, yqeI	0.782
astB, cspD, deoA, fliP, frwC, insH-10, intS, pspB, queA, wcaM, yebV, ygiW	0.783
gldA, luxS, nuoN, phnL, sucB, yciF, yegP, ynfA, zraS	0.784
agp, ahpC, manX, mdtJ, mgtA, nuoL, puuB, sbmC, ygeH	0.785
menA, yfjQ	0.786
fliF, gspC, insH-5, yfgH	0.787
manY, nikE, ygcS, yggR, yjaZ	0.788
ftsQ, gloB, intQ, nuoJ	0.789
yjiS	0.790
dgcI, zntR	0.792
adhP	0.793

===============================================================================
Condition: no_oxygen

rProteins
-------------------------------------------------------------------------------
rplY, rpmA, rpmF, rpmI, rpsF, rpsR, rpsU	0.895
rpsN	0.930
rpmB	0.935
rpsJ	0.949
rpsO	0.971
rpmC	0.995
rpsT	1.002
rpsB	1.032
rpmE	1.046
rpmG	1.089
rplJ	1.161
rplP	1.181
rplT	1.191
rpsP	1.228
rplQ	1.238
rpsA	1.252
rpsI	1.256
rplW	1.277
rplA	1.306
rpmJ	1.327
rpsG	1.342
rplL	1.364
rplV	1.402
rplM	1.411
rpsS	1.428
rplC	1.497
rplU	1.514
rpsD	1.558
rpsL	1.576
rpsQ	1.676
rplS	1.699
rplK	1.709
sra	1.742
rpsK	1.792
rpsC	1.867
rplE	1.924
rplI	1.997
rplF	2.149
rplD	2.167
rplB	2.173
rpsM	2.283
rpmH	2.285
rplO	2.495
rpsE	3.028
rplN, rplR	3.035
rpsH	3.337
rplX	3.366
rpmD	3.545

RNA polymerase subunits
-------------------------------------------------------------------------------
rpoA	1.254
rpoB	1.474
rpoC	1.518

rRNAs
-------------------------------------------------------------------------------
rrfA, rrlA, rrsA	0.975

tRNAs
-------------------------------------------------------------------------------
86 genes	0.975

All other proteins
-------------------------------------------------------------------------------
adhP, dgcI, zntR	0.894
4227 genes	0.895
