boundary,bulk_molecules_report,EG11989-MONOMER[p]
boundary,bulk_molecules_report,EG11646-MONOMER[c]
boundary,bulk_molecules_report,EG10474-MONOMER[c]
boundary,bulk_molecules_report,G6927-MONOMER[m]
boundary,bulk_molecules_report,G6708-MONOMER[c]
boundary,bulk_molecules_report,EG12238-MONOMER[c]
boundary,bulk_molecules_report,PITB-MONOMER[i]
boundary,bulk_molecules_report,EG11729-MONOMER[p]
boundary,bulk_molecules_report,XAPB-MONOMER[i]
boundary,bulk_molecules_report,B1006-MONOMER[i]
boundary,bulk_molecules_report,G7763-MONOMER[c]
boundary,bulk_molecules_report,EG11969-MONOMER[c]
boundary,bulk_molecules_report,KDPE-MONOMER[c]
boundary,bulk_molecules_report,EG11695-MONOMER[i]
boundary,bulk_molecules_report,G7602-MONOMER[c]
boundary,bulk_molecules_report,G6208-MONOMER[c]
boundary,bulk_molecules_report,EG10229-MONOMER[c]
boundary,bulk_molecules_report,EG11162-MONOMER[c]
boundary,bulk_molecules_report,EG12859-MONOMER[p]
boundary,bulk_molecules_report,PD03585[c]
boundary,bulk_molecules_report,EG11256-MONOMER[c]
boundary,bulk_molecules_report,EG10548-MONOMER[i]
boundary,bulk_molecules_report,CPLX0-8178[s]
boundary,bulk_molecules_report,EG10015-MONOMER[c]
boundary,bulk_molecules_report,AROP-MONOMER[i]
boundary,bulk_molecules_report,BCCP-MONOMER[c]
boundary,bulk_molecules_report,TRANS-CPLX-201[s]
boundary,bulk_molecules_report,EG10040-MONOMER[p]
