# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 24.1
# Date and time generated: September 23, 2020, 21:04:25
#
#  File of regulatory events.  Each event is stored in one line of the file as tab-delimited columns.
#  The columns are as follows:
#    Regulator (a gene or metabolite)
#    Regulatee (a gene)
#    Type of regulation
#    Indicator of activation versus inhibition
#    Human-readable form of the regulatory interaction
#
EG10230	EG10899	Allosteric-Regulation-of-RNAP	-	dksA ---> rpoZ
EG10896	EG10899	Sigma-Factor	+	rpoD +++> rpoZ
G7072	EG10899	Transcription-Factor-Binding	-	nac ---> rpoZ
EG10547	G6453	Transcription-Factor-Binding	-	lrp ---> ybjS
PRO	EG10768	Regulation-of-Enzyme-Activity	-	L-proline ---> proB
ADP	EG10768	Regulation-of-Enzyme-Activity	-	ADP ---> proB
EG10317	EG10047	Transcription-Factor-Binding	+	fis +++> apaG
EG11897	EG10047	Sigma-Factor	+	rpoE +++> apaG
G6882	EG10292	Transcription-Factor-Binding	-	slyA ---> fecR
EG10359	EG10292	Transcription-Factor-Binding	-	fur ---> fecR
EG10896	EG10292	Sigma-Factor	+	rpoD +++> fecR
CPD-29	EG10769	Regulation-of-Enzyme-Activity	-	p-chloromercuribenzoate ---> proC
NADP	EG10769	Regulation-of-Enzyme-Activity	-	NADP+ ---> proC
PRO	EG10769	Regulation-of-Enzyme-Activity	-	L-proline ---> proC
EG10164	G372	Transcription-Factor-Binding	-	crp ---> yaeP
EG10958	G6247	Transcription-Factor-Binding	+	soxS +++> decR
EG11434	G6247	Transcription-Factor-Binding	+	marA +++> decR
EG10896	G6247	Sigma-Factor	+	rpoD +++> decR
EG10070	EG10068	Transcription-Factor-Binding	-	argR ---> argG
EG10164	EG10068	Transcription-Factor-Binding	+	crp +++> argG
EG10896	EG10068	Sigma-Factor	+	rpoD +++> argG
EG10070	EG10065	Transcription-Factor-Binding	-	argR ---> argC
EG10896	EG10065	Sigma-Factor	+	rpoD +++> argC
Sulfhydryl-Reagents	EG10065	Regulation-of-Enzyme-Activity	-	a sulfhydryl reagent ---> argC
FE+2	EG10065	Regulation-of-Enzyme-Activity	-	Fe2+ ---> argC
MN+2	EG10065	Regulation-of-Enzyme-Activity	-	Mn2+ ---> argC
NI+2	EG10065	Regulation-of-Enzyme-Activity	-	Ni2+ ---> argC
CU+2	EG10065	Regulation-of-Enzyme-Activity	-	Cu2+ ---> argC
ZN+2	EG10065	Regulation-of-Enzyme-Activity	-	Zn2+ ---> argC
EG10070	EG11286	Transcription-Factor-Binding	-	argR ---> argE
EG10896	EG11286	Sigma-Factor	+	rpoD +++> argE
CD+2	EG11286	Regulation-of-Enzyme-Activity	-	Cd2+ ---> argE
Sulfhydryl-Reagents	EG11286	Regulation-of-Enzyme-Activity	-	a sulfhydryl reagent ---> argE
CO+2	EG11286	Regulation-of-Enzyme-Activity	+	Co2+ +++> argE
Pi	EG11286	Regulation-of-Enzyme-Activity	+	phosphate +++> argE
GLUTATHIONE	EG11286	Regulation-of-Enzyme-Activity	+	glutathione +++> argE
EDTA	EG11286	Regulation-of-Enzyme-Activity	-	EDTA ---> argE
ZN+2	EG11286	Regulation-of-Enzyme-Activity	-	Zn2+ ---> argE
NI+2	EG11286	Regulation-of-Enzyme-Activity	-	Ni2+ ---> argE
CU+2	EG11286	Regulation-of-Enzyme-Activity	-	Cu2+ ---> argE
CPD0-1641	EG11286	Regulation-of-Enzyme-Activity	-	N-alpha-acetyl-DL-norvaline ---> argE
NaF	EG11286	Regulation-of-Enzyme-Activity	-	sodium fluoride ---> argE
L-ORNITHINE	EG11286	Regulation-of-Enzyme-Activity	-	L-ornithine ---> argE
